# Commit ownership ledger -- one line per substantive commit: <sha><TAB><subject>
# Sorted by SHA so concurrent branches append to different regions and git
# auto-merges them; appending at the tail would conflict on every merge.
# Machine-maintained: add entries with
#   python3 scripts/ci/check_session_commit_claims.py --fix
000bb4695b6dee6b374543bc199f34555519e57c	Implement encounter model split
0061527b6046d106563a0ed4d5eaed08a3234356	Add the zero-content Slice 2 handoff for the next session
007741b258cc58a0f8e724a36907924576b85bca	Precedence check for DRC Group A before the owner walk
00fe05dd972cb2eb1530d0b94678a12d97414bcd	Replace FileDialog Escape interception with export naming modal
011d1ed52cb23e05d0abb8970a42b6f1e9b1adcd	Schedule S9, the CEUI precedence diff, as the next session
01f4e94dc50bee9e7ef6d7d40d955362eefc929d	Format tracked GDScript with gdtoolkit
01ff16720dbe45a00a0acae2b93e40e670e4a6c7	Record ratified owner decisions for the weapon-attack scorer
0240796613a7966915512ca72c9e5ea503c8788c	Record campaign resume atomicity handoff
030f977df134c2de5e64c1b110afb6c9ec41df56	Close v0.5.4 fix session
031303b75b9bcd1044e2893681fef8414ab899ce	Add Tier-2 class contract foundation
0337c487ccf5ad135f9cda838b8858557038d21a	Claim bridge observability checkpoint
04a269d6d196cf648b3d79eb817ba73ff66fe3c6	Resolve active-pack unit sprite frames
05ac649ad059e1418f097e3cf22198f2efd73713	EW-10: quit-to-shell deactivates the campaign package
05bfdc54140e9d2118aacb97780b78d10439de6d	Preserve the v0.6.0 playtest return evidence on the docs line
06e03861e3ce993fbf14899c3df05ab9d999b7fa	prepare v0.5.2 verification release
06ef326df5caf1847e31683da9363e9becf2dfa8	Fog plan: slices 1 and 3 are built; slice 2 is the visual-pass gate
0718929a9f20ade9c391a95b847dde19f1f33946	Record FileDialog filename modal handoff
0768224be5b8382861c56a48f77aa0d7be224f65	Record owner answers for CSA-2,3,7,8,9,12,13,14,15,16,18-21,22-26
08a9c91866328599649a38412084eed1a1ad453e	use viable v0.5 playtest fix ref
097d2beb05685d931ee2ef3114da8bc20d5b5f30	Author the compendium packet: CMP-1..15, three pre-ruled
09f09f10fc316c02df7a28db4b4e65731663d258	Bake the distribution-surface albums so they need no JavaScript
0bcb161f0bdef6cc28c8756828b653a3199722de	record v0.5.2 playtest artifact identity
0c02a5b4f922e0816944a2203a4a341bc4e7ec00	Point next-session work at the tracker queue instead of restating it
0c3b8abef7d2e3eccbec4490271364f0d56c3098	Add v0.6.0 fix-goal handoff
0ca44480322a267185676b308c9745d8220f48c2	Verify pack skills documentation
0d69e87a2a5dd3fa4362ddb8d6fee99fe6fba9ea	Precedence diff for NMTE-1..20 before the owner walk
0d6aa7dc442ccf60f043c5493378a9b9746340c4	Close the V070-11 plan with what step 1 actually found
